diag_id,object_id,method,date,temperature,humidity,illumination,defect_found,defect_description,quality_grade,param1,param2,param3,ml_label
2379,536,PVK,2024-10-24,-13.8,38.4,262,true,"Расслоение металла",требует_мер,68.47,,,high
2380,536,TFI,2023-10-22,-0.9,80.5,846,false,"",удовлетворительно,5.5,,,normal
2381,536,UTWM,2023-07-09,33.1,34.2,365,false,"",удовлетворительно,,,,normal
2382,536,PVK,2021-03-15,21.1,50.9,834,true,"Расслоение металла",требует_мер,,,,medium
2383,536,GEO,2022-10-29,-5.6,86.9,435,true,"Незначительное отклонение",допустимо,,,,normal
2384,537,RGK,2022-05-24,34.6,52.2,806,false,"",удовлетворительно,,,,normal
2385,537,VIK,2021-09-19,18.6,63.4,554,false,"",удовлетворительно,,,,normal
2386,538,GEO,2024-11-15,26.8,55.7,492,false,"",удовлетворительно,,,,normal
2387,538,UZK,2022-03-28,25.2,88.8,455,false,"",допустимо,19.07,1.26,,normal
2388,538,VIK,2021-04-15,27.3,33.2,903,true,"Механическое повреждение",требует_мер,20.73,,,medium
2389,538,MFL,2023-05-28,18,79.5,686,true,"Потеря металла",недопустимо,3.7,74,,high
2390,539,UTWM,2024-01-27,-8.6,33.6,183,false,"",допустимо,27.85,,,normal
2391,539,PVK,2024-06-30,38.1,60.8,773,false,"",удовлетворительно,64.54,,,normal
2392,539,MFL,2021-11-12,-5,61.7,423,false,"",удовлетворительно,19,31,,normal
2393,539,VIBRO,2024-04-26,4.2,39.4,519,false,"",удовлетворительно,16.26,152.9,,normal
2394,540,VIBRO,2020-07-05,-5.5,50.3,312,true,"Износ подшипников",требует_мер,17.37,398.4,,medium
2395,540,VIBRO,2023-04-06,14.4,49.5,762,true,"Дисбаланс ротора",требует_мер,14.46,411.9,,medium
2396,540,MPK,2020-10-17,23.7,37.2,728,false,"",удовлетворительно,98.89,,,normal
2397,541,VIK,2024-10-19,2.9,82.3,755,true,"Трещина сварного шва",требует_мер,86.58,,,medium
2398,541,MFL,2022-11-24,-18.2,56,604,false,"",допустимо,1.2,11,,normal
2399,541,UZK,2024-01-17,30.8,71.6,596,false,"",удовлетворительно,11.87,4.54,,normal
2400,541,TFI,2021-08-26,39.3,89,667,true,"Усталостная трещина",требует_мер,23.3,,,medium
2401,541,VIBRO,2023-10-20,-1.3,49.1,238,true,"Повышенная вибрация",недопустимо,0.66,73.1,,high
2402,542,VIK,2024-07-07,-7.7,39.7,382,false,"",удовлетворительно,53.92,,,normal
2403,542,VIK,2022-09-29,-0.6,56.9,420,false,"",требует_мер,,,,medium
2404,542,PVK,2023-03-25,25.2,51.5,279,false,"",удовлетворительно,66.17,,,normal
2405,542,RGK,2021-12-09,-18.2,49,363,false,"",допустимо,,,,normal
2406,542,VIBRO,2021-11-14,-1.2,86.3,500,true,"Повышенная вибрация",требует_мер,12.96,355.6,,medium
2407,542,VIBRO,2021-12-31,-14.5,51.2,737,false,"",требует_мер,0.38,47.5,,medium
2408,543,UZK,2020-09-21,9.5,84.2,412,false,"",допустимо,6.44,1.27,,normal
2409,543,TVK,2023-01-14,-5.5,57.8,654,false,"",допустимо,,,,normal
2410,543,UTWM,2023-09-12,-4.5,32.3,296,false,"",удовлетворительно,,,,normal
2411,544,TFI,2020-06-12,-6,56.4,288,true,"Продольная трещина",требует_мер,12.8,,,high
2412,544,MFL,2021-03-18,20.6,58,184,false,"",удовлетворительно,32.9,95,,normal
2413,544,UZK,2022-04-16,-9.5,47.1,109,false,"",удовлетворительно,14.39,0.47,,normal
2414,544,TVK,2023-02-07,29,69.3,149,false,"",допустимо,,,,normal
2415,544,RGK,2024-08-11,24.8,70.6,607,false,"",удовлетворительно,3.88,,,normal
2416,544,PVK,2024-06-11,12.7,73.8,825,false,"",допустимо,,,,normal
2417,544,PVK,2021-11-05,-18.1,37.9,891,false,"",удовлетворительно,0.72,,,normal
2418,545,RGK,2024-02-08,8.5,77.3,703,false,"",удовлетворительно,,,,normal
2419,545,VIBRO,2020-09-25,18.3,66.4,230,false,"",удовлетворительно,0.44,71.8,,normal
2420,545,MFL,2024-07-16,37.4,88.1,860,false,"",требует_мер,31.7,47,,medium
2421,546,VIK,2022-02-03,22.3,68.8,869,false,"",удовлетворительно,,,,normal
2422,546,UTWM,2023-06-16,-9.1,32.9,727,false,"",удовлетворительно,,,,normal
2423,547,MFL,2024-06-05,-14.3,66.6,557,false,"",удовлетворительно,1.4,48,,normal
2424,547,GEO,2023-11-05,21.2,89.3,726,true,"Осадка грунта",требует_мер,,,,high
2425,548,TFI,2020-02-28,9.5,80.4,169,false,"",удовлетворительно,9.6,,,normal
2426,548,UZK,2020-12-09,-16.3,52.9,718,false,"",удовлетворительно,5.85,2.6,,normal
2427,548,PVK,2022-09-20,35.4,53.6,477,false,"",допустимо,,,,normal
2428,548,TFI,2020-03-12,38.4,35.7,872,false,"",удовлетворительно,36.1,,,normal
2429,549,RGK,2020-09-19,-10.6,42.2,397,false,"",удовлетворительно,,,,normal
2430,549,MFL,2020-10-01,3,44.1,486,false,"",удовлетворительно,6.8,22,,normal
2431,549,VIK,2022-11-25,-15.5,48.1,839,false,"",удовлетворительно,11.45,,,normal
2432,550,MFL,2021-10-19,25.6,49.9,181,false,"",удовлетворительно,10.1,26,,normal
2433,550,MPK,2021-12-10,0.2,82,115,true,"Магнитная аномалия",недопустимо,41.96,,,high
2434,550,TFI,2022-09-04,-15.6,41.8,996,true,"Стресс-коррозия",недопустимо,25.7,,,high
2435,550,MPK,2023-02-05,2.2,79.2,963,false,"",удовлетворительно,14.16,,,normal
2436,550,MPK,2020-08-13,5.9,50.3,738,true,"Скопление дефектов",требует_мер,1.04,,,medium
2437,551,PVK,2023-06-12,-4.6,47.4,786,false,"",допустимо,,,,normal
2438,551,PVK,2021-01-03,-11.1,53.1,852,false,"",удовлетворительно,,,,normal
2439,551,MPK,2020-03-04,-17.8,67.9,439,false,"",удовлетворительно,65.88,,,normal
2440,551,MPK,2021-10-22,34.2,35.2,376,false,"",допустимо,,,,normal
2441,551,RGK,2022-03-19,-1.4,79.6,967,false,"",удовлетворительно,23.54,,,normal
2442,551,MFL,2022-11-05,25.5,67.3,866,false,"",удовлетворительно,44.1,61,,normal
2443,552,VIK,2020-04-04,28.5,88.1,987,false,"",удовлетворительно,63.69,,,normal
2444,552,MFL,2022-02-24,-1.3,59.4,861,true,"Внешняя коррозия",требует_мер,39.7,44,,medium
2445,552,GEO,2023-01-20,-12.9,54.7,623,false,"",допустимо,12.94,,,normal
2446,552,GEO,2021-01-23,27.6,82.2,783,true,"Деформация трубы",недопустимо,21.29,,,high
2447,552,MFL,2022-01-20,-6.1,56.7,339,false,"",допустимо,20.2,45,,normal
2448,552,VIBRO,2023-11-29,-13.8,63.2,252,false,"",допустимо,1.21,335.6,,normal
2449,553,MPK,2024-06-24,39.1,52.6,154,false,"",удовлетворительно,,,,normal
2450,553,RGK,2022-04-14,6,84,706,true,"Незначительное отклонение",удовлетворительно,,,,normal
2451,553,VIK,2020-02-12,13.5,60.1,495,false,"",удовлетворительно,,,,normal
2452,554,MFL,2020-05-19,7.5,63.3,701,false,"",допустимо,17.8,90,,normal
2453,554,MFL,2020-10-03,13.6,78.7,415,false,"",требует_мер,7.6,53,,medium
2454,554,UTWM,2020-08-17,35.6,67.2,342,false,"",удовлетворительно,2.92,,,normal
2455,554,GEO,2022-07-30,31.3,42.4,928,true,"Осадка грунта",требует_мер,78.2,,,high
2456,554,UZK,2024-07-02,26.4,44.6,371,false,"",удовлетворительно,5.82,4.89,,normal
2457,554,UZK,2021-04-13,13.5,31.4,286,false,"",удовлетворительно,17.8,2.31,,normal
2458,555,TFI,2024-10-20,-7.4,36.2,325,false,"",удовлетворительно,18.1,,,normal
2459,555,MPK,2020-05-27,37.3,86.4,420,false,"",допустимо,,,,normal
2460,555,TVK,2020-10-01,11.9,48.6,565,false,"",удовлетворительно,84.31,,,normal
2461,556,UZK,2021-01-25,12.5,43.5,920,false,"",допустимо,12.31,3.85,,normal
2462,556,PVK,2020-02-01,-14.4,58.8,990,true,"Подповерхностная трещина",требует_мер,,,,medium
2463,556,VIBRO,2023-11-14,17.3,88.5,485,false,"",удовлетворительно,6.84,455,,normal
2464,556,MFL,2024-10-22,-9.9,65.1,333,false,"",удовлетворительно,26.1,7,,normal
2465,556,VIBRO,2023-01-03,-10.1,38.8,844,true,"Дисбаланс ротора",требует_мер,1.58,331,,medium
2466,557,VIBRO,2022-03-30,-7.6,55.4,918,false,"",требует_мер,3.5,350.4,,medium
2467,557,VIBRO,2020-08-24,-15.4,33.7,368,false,"",удовлетворительно,11.56,128.9,,normal
2468,557,GEO,2024-08-30,21.9,81.3,686,false,"",удовлетворительно,57.48,,,normal
2469,557,VIK,2024-05-13,11.5,60.5,281,true,"Механическое повреждение",требует_мер,,,,medium
2470,557,UTWM,2023-11-11,-2.2,39.9,463,false,"",допустимо,31.82,,,normal
2471,557,RGK,2021-05-07,25.6,33.8,814,false,"",допустимо,5.63,,,normal
2472,558,TFI,2024-05-15,15.2,62.9,806,false,"",допустимо,28,,,normal
2473,558,RGK,2021-06-06,-3.9,47.4,876,false,"",удовлетворительно,1.31,,,normal
2474,558,GEO,2023-03-26,26.3,35.5,903,false,"",удовлетворительно,97.74,,,normal
2475,558,RGK,2021-01-07,14.9,85,714,false,"",допустимо,,,,normal
2476,558,MPK,2023-12-23,4.5,79.8,286,false,"",удовлетворительно,,,,normal
2477,558,UZK,2020-07-28,20.4,68.2,537,false,"",допустимо,7.64,4.54,,normal
2478,559,UZK,2022-01-09,1.1,31.1,784,false,"",удовлетворительно,11.28,4.71,,normal
2479,559,VIBRO,2022-02-14,28.1,57.4,231,false,"",допустимо,12.97,121.1,,normal
2480,559,VIK,2024-01-18,-16.5,44,495,false,"",удовлетворительно,85.99,,,normal
2481,559,MFL,2021-01-13,-18.3,87.4,689,false,"",удовлетворительно,32.2,72,,normal
2482,559,TFI,2021-11-17,-11.8,65.8,227,false,"",удовлетворительно,15.7,,,normal
2483,559,RGK,2023-03-24,33.9,73,512,false,"",удовлетворительно,,,,normal
2484,560,UTWM,2023-01-26,5.1,68.5,496,true,"Незначительное отклонение",удовлетворительно,,,,normal
2485,560,VIBRO,2021-04-15,24.1,69.8,541,false,"",удовлетворительно,3.04,96,,normal
2486,560,TFI,2022-07-26,3.4,79.4,696,false,"",удовлетворительно,17.4,,,normal
2487,560,VIK,2022-09-16,16.5,44.1,961,false,"",удовлетворительно,,,,normal
2488,560,MPK,2022-02-24,-3.9,69.7,417,false,"",удовлетворительно,,,,normal
2489,561,TVK,2024-03-07,39.9,89.1,939,false,"",удовлетворительно,,,,normal
2490,561,RGK,2022-08-28,-16,49.9,627,false,"",допустимо,63.44,,,normal
2491,561,TFI,2021-07-13,36.6,87.3,698,false,"",удовлетворительно,4.7,,,normal
2492,561,RGK,2022-10-08,39.7,63.7,246,false,"",удовлетворительно,75.78,,,normal
2493,562,MFL,2020-08-09,23.5,80.2,983,false,"",удовлетворительно,49.5,15,,normal
2494,562,VIK,2020-03-15,-18.2,33,888,false,"",удовлетворительно,94.7,,,normal
2495,562,VIBRO,2021-08-01,39.4,56.7,257,false,"",допустимо,8.98,385.6,,normal
2496,562,MFL,2022-01-21,26.6,67.9,712,false,"",удовлетворительно,41.6,95,,normal
2497,563,VIBRO,2020-08-30,24.8,42.4,576,false,"",допустимо,3.82,476.1,,normal
2498,563,VIBRO,2021-03-31,-3.9,71.3,118,false,"",удовлетворительно,4.79,57.2,,normal
2499,564,TFI,2021-05-30,5.6,81,541,false,"",удовлетворительно,9,,,normal
2500,564,MFL,2022-08-05,-18.3,53.5,147,true,"Механическое повреждение",требует_мер,27.1,99,,medium
2501,564,TFI,2022-09-22,27.3,77.4,681,true,"Усталостная трещина",требует_мер,12.9,,,medium
2502,564,RGK,2023-04-20,8.8,76.5,618,false,"",допустимо,,,,normal
2503,565,UTWM,2022-03-14,-9.5,70.6,774,false,"",удовлетворительно,98.46,,,normal
2504,565,GEO,2023-07-19,-0.2,56.4,377,false,"",удовлетворительно,24.59,,,normal
2505,565,GEO,2020-07-07,28.1,77.2,345,false,"",допустимо,64.63,,,normal
2506,565,UZK,2024-11-10,-2,40.1,255,false,"",допустимо,16.27,1.34,,normal
2507,566,TFI,2022-05-05,-16.9,34.4,633,false,"",допустимо,9.9,,,normal
2508,566,UTWM,2023-04-05,39.1,59.3,879,false,"",допустимо,26.66,,,normal
2509,566,UZK,2024-05-05,37.5,50.8,566,true,"Язвенная коррозия",требует_мер,18.11,4.27,,high
2510,566,GEO,2024-03-23,35.5,47.8,468,false,"",допустимо,,,,normal
2511,566,VIK,2024-01-03,-7.4,36.8,433,false,"",удовлетворительно,31.23,,,normal
2512,566,MPK,2023-07-11,38.8,46.5,815,false,"",удовлетворительно,,,,normal
2513,567,VIK,2020-09-27,25.2,68.9,842,false,"",допустимо,30.2,,,normal
2514,567,UZK,2022-04-18,24.3,45,608,false,"",удовлетворительно,5.73,4.32,,normal
2515,567,TVK,2021-12-11,-2.5,41.6,866,false,"",удовлетворительно,5.68,,,normal
2516,567,UTWM,2020-03-24,-1.3,41.7,598,false,"",удовлетворительно,,,,normal
2517,567,VIK,2022-05-06,32.1,85.3,280,false,"",удовлетворительно,91.91,,,normal
2518,568,VIBRO,2023-10-26,22.6,42.6,897,false,"",удовлетворительно,3.53,365.4,,normal
2519,568,MPK,2021-07-03,7.8,59.5,269,false,"",удовлетворительно,,,,normal
2520,568,MPK,2024-01-09,28.2,49.6,403,true,"Потеря металла",требует_мер,,,,high
2521,568,MFL,2020-04-09,11.2,82.1,284,false,"",удовлетворительно,20.6,43,,normal
2522,568,UTWM,2024-04-27,29.1,84.3,748,false,"",допустимо,94.58,,,normal
2523,568,RGK,2020-08-28,10.3,32,953,true,"Внутренний дефект",требует_мер,21.94,,,high
2524,569,TVK,2021-05-15,15.7,40.6,529,false,"",удовлетворительно,,,,normal
2525,569,TVK,2021-07-25,38.7,64.9,128,false,"",удовлетворительно,48.2,,,normal
2526,569,UTWM,2021-01-06,9.2,49.1,165,true,"Локальная коррозия",требует_мер,59.71,,,high
2527,569,VIK,2020-03-14,25.5,30.3,354,false,"",требует_мер,36.58,,,medium
2528,569,VIBRO,2021-02-12,-3.6,54.5,834,false,"",удовлетворительно,8.8,58.3,,normal
2529,569,VIK,2023-09-13,22.5,64.1,883,true,"Незначительное отклонение",допустимо,19.79,,,normal
2530,570,VIK,2021-11-01,31.4,43.2,233,true,"Незначительное отклонение",удовлетворительно,,,,normal
2531,570,UTWM,2022-10-10,-5.4,57.7,677,false,"",удовлетворительно,,,,normal
2532,570,TVK,2024-03-30,38.6,83.5,997,true,"Зона перегрева",требует_мер,,,,high
2533,570,PVK,2022-04-25,-10.8,41.8,204,false,"",удовлетворительно,,,,normal
2534,571,GEO,2020-01-06,5.3,68.3,155,true,"Осадка грунта",требует_мер,58.25,,,high
2535,571,MFL,2023-12-28,-13.6,64.2,755,false,"",удовлетворительно,37.5,75,,normal
2536,571,TVK,2022-01-20,33.5,32.6,481,true,"Зона перегрева",требует_мер,38.87,,,medium
2537,571,PVK,2022-06-21,13.8,75.8,419,false,"",допустимо,,,,normal
2538,571,VIK,2021-01-19,21.7,57.7,687,false,"",допустимо,,,,normal
2539,572,PVK,2021-09-17,2,80.9,648,false,"",удовлетворительно,,,,normal
2540,572,GEO,2020-05-27,0.5,59.6,721,false,"",удовлетворительно,4.23,,,normal
2541,572,UTWM,2023-10-01,28.5,42.7,950,false,"",удовлетворительно,,,,normal
2542,572,UTWM,2024-03-30,21.7,58.6,628,false,"",удовлетворительно,,,,normal
2543,573,UZK,2024-04-05,-4.2,85.4,535,false,"",удовлетворительно,6.49,4.19,,normal
2544,573,GEO,2021-09-13,-0.2,75.7,549,false,"",допустимо,,,,normal
2545,573,UZK,2024-10-29,13.8,66.1,673,true,"Внутренняя коррозия",требует_мер,11.79,4.9,,high
2546,573,PVK,2022-08-11,7,64,787,false,"",удовлетворительно,,,,normal
2547,573,UTWM,2021-02-28,-2.6,46.6,980,false,"",удовлетворительно,,,,normal
2548,574,UZK,2022-08-21,36,71.5,265,false,"",удовлетворительно,16.14,2.37,,normal
2549,574,UTWM,2023-08-08,8.3,31,373,true,"Незначительное отклонение",удовлетворительно,84.83,,,normal
2550,575,UZK,2022-05-03,24.9,43.3,607,false,"",допустимо,13.69,2.44,,normal
2551,575,MFL,2020-10-31,-19.4,83.9,879,false,"",допустимо,3.2,12,,normal
2552,575,UTWM,2021-08-12,10.4,77.9,392,false,"",удовлетворительно,,,,normal
2553,575,PVK,2020-09-10,23.3,48.3,506,false,"",удовлетворительно,11.15,,,normal
2554,575,UZK,2023-04-10,38.8,69.6,265,false,"",удовлетворительно,13.34,1.87,,normal
2555,575,GEO,2023-02-18,-5.9,84,576,false,"",удовлетворительно,,,,normal
2556,576,TFI,2024-01-08,-9.3,35.6,514,true,"Стресс-коррозия",требует_мер,30.4,,,medium
2557,576,RGK,2022-08-27,21.1,75.9,261,true,"Шлаковое включение",требует_мер,,,,medium
2558,576,GEO,2022-01-16,-6.5,57,991,false,"",требует_мер,40.89,,,medium
2559,576,VIK,2023-06-23,1.2,67.1,702,false,"",удовлетворительно,,,,normal
2560,576,RGK,2020-08-25,33,75.8,128,false,"",требует_мер,77.28,,,medium
2561,577,TFI,2023-08-28,12.7,65.5,311,false,"",удовлетворительно,0.8,,,normal
2562,577,VIK,2020-07-17,-18,82.7,887,false,"",удовлетворительно,,,,normal
2563,577,RGK,2024-02-28,-15.5,79.8,339,false,"",допустимо,80.69,,,normal
2564,577,TFI,2023-05-13,37.8,73.4,976,false,"",удовлетворительно,18.4,,,normal
2565,578,MFL,2024-07-28,39.8,71.4,436,false,"",удовлетворительно,11.5,16,,normal
2566,578,VIK,2023-07-28,39.1,33.8,981,false,"",удовлетворительно,,,,normal
2567,578,TVK,2024-05-01,-18.6,40.3,520,false,"",удовлетворительно,91,,,normal
2568,578,UTWM,2021-01-25,-11.6,65.8,654,false,"",допустимо,55.49,,,normal
2569,578,VIBRO,2020-01-26,-19.4,47,756,true,"Повышенная вибрация",требует_мер,18.08,215.5,,high
2570,578,GEO,2020-09-20,-1.9,75.5,820,true,"Деформация трубы",требует_мер,,,,medium
2571,578,VIK,2024-02-23,-10.2,79.1,542,false,"",допустимо,25.04,,,normal
2572,579,MFL,2022-10-02,-15.1,39,207,true,"Потеря металла",требует_мер,34.9,33,,high
2573,579,TFI,2021-11-02,9.5,51.4,470,true,"Продольная трещина",требует_мер,7.7,,,medium
2574,579,RGK,2024-01-14,-1.9,80.5,907,false,"",удовлетворительно,,,,normal
2575,579,MPK,2024-11-19,27,54.4,325,false,"",удовлетворительно,,,,normal
2576,580,UTWM,2022-04-23,-0.6,52.4,711,false,"",удовлетворительно,56.42,,,normal
2577,580,GEO,2024-07-27,29.6,88.5,156,false,"",удовлетворительно,61.03,,,normal
2578,581,MPK,2024-03-16,38.1,70.4,521,false,"",удовлетворительно,,,,normal
2579,581,VIK,2020-07-24,-19.2,88.6,296,false,"",удовлетворительно,2.4,,,normal
2580,581,MPK,2020-12-02,15,31,601,false,"",удовлетворительно,94.13,,,normal
2581,581,UZK,2023-11-24,36.6,59.3,198,true,"Язвенная коррозия",недопустимо,18.26,3.93,,high
2582,582,MFL,2020-11-07,6.3,46.7,985,false,"",допустимо,17.5,36,,normal
2583,582,RGK,2023-02-02,-10.9,33.1,473,false,"",удовлетворительно,34.36,,,normal
2584,583,VIK,2023-11-22,26.1,40.4,892,false,"",удовлетворительно,42.26,,,normal
2585,583,GEO,2021-04-16,-10.7,85.7,336,true,"Смещение оси",недопустимо,,,,high
2586,584,TFI,2021-05-13,12,73,272,false,"",требует_мер,17.3,,,medium
2587,584,MPK,2022-01-25,-1.5,49.3,774,false,"",удовлетворительно,61.87,,,normal
2588,584,VIBRO,2021-12-13,-16.8,84.2,142,false,"",допустимо,5.61,436,,normal
2589,585,RGK,2021-04-09,6.7,31.4,772,true,"Пора в сварном шве",недопустимо,1.54,,,high
2590,585,TVK,2020-08-02,28.7,31.5,650,true,"Аномалия теплопередачи",требует_мер,,,,medium
2591,585,PVK,2024-05-15,21.5,77.7,238,false,"",удовлетворительно,72.35,,,normal
2592,585,VIK,2022-12-16,-18.6,73.5,459,false,"",допустимо,,,,normal
2593,585,VIBRO,2022-05-08,13.4,32.9,325,false,"",требует_мер,2.9,364.1,,medium
2594,585,PVK,2022-04-16,3.9,89.2,726,false,"",удовлетворительно,,,,normal
2595,586,MFL,2024-06-04,38.7,48.2,414,false,"",допустимо,20.2,87,,normal
2596,586,MPK,2024-01-31,26.5,50.2,314,false,"",удовлетворительно,38.63,,,normal
2597,586,VIK,2020-01-02,-13.2,63.3,717,true,"Механическое повреждение",требует_мер,,,,medium
2598,586,UTWM,2020-09-19,-0.1,46.4,429,false,"",удовлетворительно,,,,normal
2599,586,VIBRO,2024-08-31,10.4,73.2,385,false,"",допустимо,19.57,407.9,,normal
2600,586,PVK,2021-09-26,39.4,42,739,false,"",удовлетворительно,,,,normal
2601,586,MPK,2022-04-22,23.6,83.6,869,false,"",удовлетворительно,74.13,,,normal
2602,587,VIK,2023-04-01,6.7,36.5,292,false,"",удовлетворительно,,,,normal
2603,587,RGK,2021-02-28,-2.3,83.2,551,false,"",удовлетворительно,,,,normal
2604,587,VIBRO,2024-07-14,36.7,36.5,505,false,"",удовлетворительно,15.46,171,,normal
2605,587,MPK,2021-02-12,22.4,83,583,true,"Скопление дефектов",требует_мер,51.84,,,medium
2606,588,GEO,2020-08-11,-2.7,51,772,true,"Деформация трубы",требует_мер,,,,medium
2607,588,GEO,2022-02-24,4.7,54,381,false,"",удовлетворительно,,,,normal
2608,588,VIK,2022-05-18,8.6,88.1,513,true,"Коррозия поверхности",требует_мер,,,,medium
2609,588,RGK,2022-05-05,-3,69.8,305,false,"",удовлетворительно,,,,normal
2610,588,TFI,2023-12-14,7,85.8,299,true,"Стресс-коррозия",требует_мер,19.2,,,medium
2611,589,VIK,2021-03-23,33.4,64.7,827,false,"",удовлетворительно,50.88,,,normal
2612,589,MFL,2022-04-03,27.5,31.4,160,false,"",требует_мер,0.6,50,,medium
2613,590,RGK,2023-09-05,38.2,66.2,380,true,"Незначительное отклонение",удовлетворительно,52.8,,,normal
2614,590,UTWM,2021-03-30,31.3,89.5,114,false,"",допустимо,4.15,,,normal
2615,590,MFL,2022-04-18,23,33,706,false,"",допустимо,49.3,12,,normal
2616,590,UTWM,2021-03-14,-12.6,30.2,986,false,"",удовлетворительно,,,,normal
2617,590,RGK,2023-11-15,-18.1,65.8,321,false,"",удовлетворительно,28.87,,,normal
2618,591,TFI,2023-07-10,9.6,72.4,911,false,"",требует_мер,5.1,,,medium
2619,591,UTWM,2022-09-21,32.3,54.2,254,false,"",допустимо,18.37,,,normal
2620,592,UZK,2022-05-14,39.9,47,855,false,"",удовлетворительно,6.12,2.94,,normal
2621,592,MPK,2022-01-28,33.8,47.6,404,true,"Потеря металла",недопустимо,29.89,,,high
2622,592,GEO,2020-12-23,26.3,41.3,699,false,"",удовлетворительно,16.11,,,normal
2623,592,GEO,2022-10-20,9.3,53,288,true,"Смещение оси",требует_мер,16.54,,,high
2624,592,UZK,2020-12-07,29.2,36.7,310,true,"Потеря толщины стенки",недопустимо,15.3,3.57,,high
2625,593,RGK,2021-04-21,37.2,88.1,803,false,"",удовлетворительно,,,,normal
2626,593,VIBRO,2020-06-04,24.7,61,976,false,"",удовлетворительно,2.77,176.8,,normal
2627,593,MPK,2024-07-23,-16.5,80.6,678,true,"Скопление дефектов",недопустимо,,,,high
2628,593,VIBRO,2023-09-04,-19,71,921,false,"",удовлетворительно,19.95,161.9,,normal
2629,593,GEO,2022-04-17,1.3,62.4,748,true,"Осадка грунта",требует_мер,36.12,,,high
2630,594,UTWM,2022-06-19,-13.5,78.1,991,false,"",допустимо,,,,normal
2631,594,TVK,2023-04-18,-16,59,603,true,"Зона перегрева",требует_мер,85.57,,,medium
2632,594,MFL,2023-05-12,37,33.8,686,true,"Потеря металла",требует_мер,40.4,57,,medium
2633,594,VIK,2021-07-30,-6.8,65.1,847,true,"Незначительное отклонение",удовлетворительно,11.68,,,normal
2634,594,UZK,2020-05-04,-2.7,87.5,923,false,"",удовлетворительно,12.38,4.14,,normal
2635,594,MPK,2023-01-19,-6.9,49.8,853,true,"Потеря металла",требует_мер,52.84,,,high
2636,595,RGK,2023-03-25,15.4,80.1,366,true,"Шлаковое включение",требует_мер,,,,medium
2637,595,MPK,2022-02-10,-18.7,53.5,296,false,"",удовлетворительно,,,,normal
2638,595,UZK,2022-12-14,1.7,66.3,583,false,"",удовлетворительно,5.77,2.03,,normal
2639,596,UTWM,2022-05-20,-0.7,64.8,932,false,"",допустимо,91.48,,,normal
2640,596,GEO,2022-07-13,2.4,39.1,538,false,"",удовлетворительно,57,,,normal
2641,596,MFL,2023-07-11,3.9,38.3,827,true,"Незначительное отклонение",удовлетворительно,39.6,46,,normal
2642,597,VIBRO,2021-01-31,-2.7,78.2,787,true,"Повышенная вибрация",недопустимо,12.4,291.5,,high
2643,597,RGK,2024-10-02,-9,86.5,641,true,"Пора в сварном шве",недопустимо,,,,high
2644,597,UZK,2024-03-10,-11.9,46.6,347,false,"",удовлетворительно,18.04,4.01,,normal
2645,597,GEO,2020-07-08,32,30.5,266,false,"",допустимо,18.62,,,normal
2646,598,RGK,2021-10-08,30.3,77.1,419,false,"",удовлетворительно,2.48,,,normal
2647,598,PVK,2020-01-03,-18.4,74,790,false,"",удовлетворительно,,,,normal
2648,599,VIK,2022-02-11,10,48.9,441,false,"",удовлетворительно,70.13,,,normal
2649,599,UZK,2020-01-08,-13.1,70.3,120,true,"Внутренняя коррозия",требует_мер,14.22,4.38,,medium
2650,599,TVK,2021-01-02,37.3,32,805,false,"",удовлетворительно,99.51,,,normal
2651,599,TFI,2020-11-04,10.3,58,953,false,"",требует_мер,35.3,,,medium
2652,599,MFL,2023-06-02,-12.7,47.3,535,true,"Потеря металла",требует_мер,23.1,1,,high
2653,599,VIBRO,2022-04-25,16,63.5,757,false,"",допустимо,1.1,258.9,,normal
2654,600,VIK,2022-02-16,23.9,84.8,597,false,"",удовлетворительно,,,,normal
2655,600,TVK,2023-03-16,-14.8,34.9,246,false,"",допустимо,42.14,,,normal
2656,600,MPK,2022-06-10,-14.3,49,122,true,"Магнитная аномалия",требует_мер,,,,medium
2657,600,UTWM,2023-02-11,1.7,46.6,593,true,"Эрозионный износ",требует_мер,50.05,,,medium
2658,600,VIK,2023-11-25,37.2,32.8,293,false,"",допустимо,96.33,,,normal
2659,601,TVK,2024-08-20,24.9,39.9,866,false,"",удовлетворительно,,,,normal
2660,601,RGK,2023-02-02,18.2,64.8,787,true,"Шлаковое включение",требует_мер,26.43,,,medium
2661,601,RGK,2022-06-07,31.6,76.6,649,false,"",допустимо,70.39,,,normal
2662,601,VIBRO,2023-05-05,6,57.2,297,false,"",удовлетворительно,3.58,183.7,,normal
2663,601,GEO,2021-09-23,-7.2,60.8,888,true,"Осадка грунта",требует_мер,56.62,,,medium
2664,601,VIBRO,2021-08-12,21.3,50.1,400,false,"",удовлетворительно,0.95,264.4,,normal
2665,602,PVK,2023-02-22,38.7,71.2,922,true,"Подповерхностная трещина",требует_мер,93.25,,,medium
2666,602,TVK,2022-09-08,-10.9,30.9,913,false,"",удовлетворительно,,,,normal
2667,602,TVK,2024-01-02,23,49.1,626,false,"",удовлетворительно,,,,normal
2668,602,RGK,2024-10-04,16.1,74,486,false,"",удовлетворительно,,,,normal
2669,603,UTWM,2022-06-08,24.8,43.2,599,true,"Локальная коррозия",недопустимо,,,,high
2670,603,MPK,2022-08-12,-6.5,60.2,646,false,"",удовлетворительно,,,,normal
